donor;recipient;amount;project title;;Settings;;;;;;;;;;;;;;
EU Institutions;Nepal;11,25708257;Building Climate Resilience in Nepal;;;;;;;;;;;;;;;;
EU Institutions;Nicaragua;10,98987537;;;;;;;;;;;;;;;;;
EU Institutions;Oceania, regional;16,04134266;Increasing climate resilience of Pacific Small Islands States through the Global Climate Change Alliance;;;;;;;;;;;;;;;;
EU Institutions;Samoa;4,171301446;Global Climate Change Alliance:Supporting Climate Change Adaption for the Samoan Water Sector;;;;;;;;;;;;;;;;
EU Institutions;Serbia;78,50892218;;;;;;;;;;;;;;;;;
EU Institutions;Solomon Islands;3,939978898;Solomon Islands Climate Change Assistance Programme (SICAP);;;;;;;;;;;;;;;;
EU Institutions;Somalia;34,34336054;;;;;;;;;;;;;;;;;
EU Institutions;South America, regional;9,61614095;;;;;;;;;;;;;;;;;
EU Institutions;South of Sahara, regional;14,07135321;TerrAfrica;;;;;;;;;;;;;;;;
EU Institutions;South of Sahara, regional;1,969989449;Support to the Implementation of the Great Green Wall Initiative for the Sahara and the Sahel;;;;;;;;;;;;;;;;
EU Institutions;South of Sahara, regional;51,44605117;Monitoring for the Environment and Security in Africa (MESA);;;;;;;;;;;;;;;;
EU Institutions;South of Sahara, regional;24,89206772;;;;;;;;;;;;;;;;;
EU Institutions;Timor-Leste;5,494937686;;;;;;;;;;;;;;;;;
EU Institutions;Uganda;15,29477197;Global Climate Change Alliance (GCCA): Adaptation to Climate Change in Uganda;;;;;;;;;;;;;;;;
EU Institutions;Ukraine;20,85650723;EU 2nd contribution to the Eastern Europe Energy Efficiency and Environment Partnership Fund;;;;;;;;;;;;;;;;
EU Institutions;West Indies, regional;13,73734421;;;;;;;;;;;;;;;;;
Finland;Angola;0,930110333;Farmers' Clubs in Kuando Kubango province Angola;;;;;;;;;;;;;;;;
Finland;Asia, regional;0,256234705;Secondment of a CDM expert to Asian Development Bank HQ in Manila;;;;;;;;;;;;;;;;
Finland;Asia, regional;14,06430061;Energy and Environment Partnership Programme with the Mekong Region;;;;;;;;;;;;;;;;
Finland;Bilateral, unspecified;1,963727163;IUCN-Finland Framework agreement;;;;;;;;;;;;;;;;
Finland;Bilateral, unspecified;0,286675498;One UN social Protection Floor-Initiative;;;;;;;;;;;;;;;;
Finland;Bilateral, unspecified;4,527310447;Special Climate Change Fund (SCCF);;;;;;;;;;;;;;;;
Finland;Bilateral, unspecified;0,702354971;ICI project for Strengthening hydrometeorological Capacity in the Caribbean;;;;;;;;;;;;;;;;
Finland;Bilateral, unspecified;1,146701993;Least Developed Countries Fund (LDCF);;;;;;;;;;;;;;;;
Finland;Bilateral, unspecified;0,256133091;Natural Disaster and Climate Change in Finnish Aid;;;;;;;;;;;;;;;;
Finland;Bilateral, unspecified;0,940844618;Ingo Aid to the Climate Change and Development project through IUCN;;;;;;;;;;;;;;;;
Finland;Bilateral, unspecified;0,282381131;Independent Diplomat, 2010;;;;;;;;;;;;;;;;
Finland;Bilateral, unspecified;3,726781477;Support for GGCA for Gender Mainstreaming in Global Climate;;;;;;;;;;;;;;;;
Finland;Bilateral, unspecified;0,000556174;Sustainable Buildings policies in Developing Countries;;;;;;;;;;;;;;;;
Finland;Bilateral, unspecified;0,208565072;Regional Industrial Pollution and CO2 Emission Abatement Project;;;;;;;;;;;;;;;;
Finland;Bilateral, unspecified;0,695216908;Eastern Europe Energy Efficiency and Environment Partnership Fund;;;;;;;;;;;;;;;;
Finland;Bilateral, unspecified;5,36623563;Making agriculture part of the solution to climate change-Building;;;;;;;;;;;;;;;;
Finland;Bilateral, unspecified;11,01547243;Forest Carbon Partnership Facility - FCPF;;;;;;;;;;;;;;;;
Finland;Bilateral, unspecified;0,039539595;Finnish Red Cross;;;;;;;;;;;;;;;;
Finland;Cambodia;0,158582576;Frame Agreement with NGO (Finn Church Aid);;;;;;;;;;;;;;;;
Finland;China;0,002850988;Qinghai Weather Observation;;;;;;;;;;;;;;;;
Finland;China;0,077580645;Xianyang Centralized Heating Project;;;;;;;;;;;;;;;;
Finland;China;0,097417964;Baotou District Heating Project;;;;;;;;;;;;;;;;
Finland;China;0,238125695;Zhangye District Heating Project;;;;;;;;;;;;;;;;
Finland;China;0,158509455;Climate Project in China;;;;;;;;;;;;;;;;
Finland;China;1,39043E-06;Fuliyuan district heating project;;;;;;;;;;;;;;;;
Finland;China;0,00310901;Quinhuangdao District Heating;;;;;;;;;;;;;;;;
Finland;China;0,094094828;Xuejiadao District Heating;;;;;;;;;;;;;;;;
Finland;China;0,175818966;Yanchuan District heating project;;;;;;;;;;;;;;;;
Finland;Colombia;0,340858573;Colombia: institutional cooperation in the field of meteorology COFIMET;;;;;;;;;;;;;;;;
Finland;Ecuador;0,325013904;NGO Support / Development of rural schools and communities with solar energy;;;;;;;;;;;;;;;;
Finland;Ecuador;0,340858573;Ecuador ICI-cooperation in the field of meteorology;;;;;;;;;;;;;;;;
Finland;Egypt;0,681711693;E-JUST and VTT capacity building project on developing the knowhow of green technology in ecological urban planning;;;;;;;;;;;;;;;;
Finland;Haiti;2,006728487;Reconstruction of Haiti, UNDP School Building project;;;;;;;;;;;;;;;;
Finland;Haiti;0,573350996;Reconstruciton of Haiti, UNDP Debris Management;;;;;;;;;;;;;;;;
Finland;India;0,075301053;Supporting Sustainable Village Development in Sub-Himalayan Region;;;;;;;;;;;;;;;;
Finland;India;0,690027148;Capacity building for emission measurements;;;;;;;;;;;;;;;;
Finland;India;0,139043382;Particulate air pollution project in India, Phase I;;;;;;;;;;;;;;;;
Finland;Jamaica;0,100336424;ICI project for capacity building for Meteorological Service of Jamaica;;;;;;;;;;;;;;;;
Finland;Laos;0,276685206;"Lao PDR Renewable Energy; Strategy Development and Capacity Building";;;;;;;;;;;;;;;;
Finland;North & Central America, regional;2,728996107;Energy and environment partnership with Central America;;;;;;;;;;;;;;;;
Finland;Oceania, regional;0,715225267;Capacity building for meteorological institutes in Oceania;;;;;;;;;;;;;;;;
Finland;Peru;0,670112577;"Finampo; Finnish-Peruvian project for increased capacity of Senam";;;;;;;;;;;;;;;;
Finland;South America, regional;2,866754982;Andean Regional meteorological and EWS cooperation;;;;;;;;;;;;;;;;
Finland;South America, regional;2,04515144;Andean Regional hydrometeorological programme;;;;;;;;;;;;;;;;
Finland;South Asia, regional;3,466824249;Supporting action on climate change in Southeast Asia;;;;;;;;;;;;;;;;
Finland;South of Sahara, regional;1,097842454;Cooperation in meteorology;;;;;;;;;;;;;;;;
Finland;South of Sahara, regional;1,53;Energy and Environment Partnership in Southern and East Africa;;;;;;;;;;;;;;;;
Finland;Trinidad and Tobago;0,100336424;ICI project for capacity building for Meteorological Services of Trinidad & Tobago;;;;;;;;;;;;;;;;
Finland;Vietnam;0,705499801;Strengthening of hydro-meteorological services in Vietnam;;;;;;;;;;;;;;;;
Finland;Vietnam;0,127227508;Enhancing Capacity for climate change adaptation and mitigation in production at sandy area of Quang Tri province;;;;;;;;;;;;;;;;
Finland;Vietnam;0,068617558;Building community capacity to climate change response and supporting to use renewable energy to improve local livelihoods;;;;;;;;;;;;;;;;
France;Argentina;0,210949687;Recherche environnementale;;;;;;;;;;;;;;;;
France;Benin;0,621432984;Recherche environnementale;;;;;;;;;;;;;;;;
France;Benin;0,331055618;Prservation des ressources en eau (y compris collecte de donnes);;;;;;;;;;;;;;;;
France;Benin;0,004064181;Politique agricole et gestion administrative;;;;;;;;;;;;;;;;
France;Benin;0,038771932;Enseignement suprieur;;;;;;;;;;;;;;;;
France;Bilateral, unspecified;2,818394349;PRG REGIONAL GES DURABLE CHGT CLIM SAHE;;;;;;;;;;;;;;;;
France;Bilateral, unspecified;0,714462968;SYST. CULTURES SUR COUVERTURE VEGETALE;;;;;;;;;;;;;;;;
France;Bilateral, unspecified;1,761496468;PREVENTION RISQ SANITAIRE+ENVIRONNEMENT;;;;;;;;;;;;;;;;
France;Bilateral, unspecified;4,791270394;APPUI ABN PROCESSUS ACQUISI BASSIN NIGE;;;;;;;;;;;;;;;;
France;Bilateral, unspecified;0,422759152;AT AU PROJET D'ADAPTATAU CHANGMT CLIMAT;;;;;;;;;;;;;;;;
France;Bilateral, unspecified;2,780867631;PREVENTION DES RISQUES ET GESTION CATAST;;;;;;;;;;;;;;;;
France;Bilateral, unspecified;0,556173526;RENFCT CAPACITES HYDROLOGIE MEKONG;;;;;;;;;;;;;;;;
France;Bilateral, unspecified;0,764738598;FERC OMVS;;;;;;;;;;;;;;;;
France;Bilateral, unspecified;0,058660116;Scurit alimentaire dans le Sud;;;;;;;;;;;;;;;;
France;Bilateral, unspecified;0,010842607;Eaux continentales et ctires : ressources et usages au Sud;;;;;;;;;;;;;;;;
France;Bilateral, unspecified;0,116083471;Dveloppement et mondialisation : dynamiques socio-conomiques, identitaires et spatiales;;;;;;;;;;;;;;;;
France;Bilateral, unspecified;4,877995082;Risques naturels, climats et ressources non renouvelables : impacts pour l'environnement et les populations du Sud;;;;;;;;;;;;;;;;
France;Bilateral, unspecified;0,034459368;Gestion durable des cosystmes au Sud;;;;;;;;;;;;;;;;
France;Bolivia;0,01341233;Prservation des ressources en eau (y compris collecte de donnes);;;;;;;;;;;;;;;;
France;Bolivia;0,00594529;Amnagement de bassins fluviaux;;;;;;;;;;;;;;;;
France;Bolivia;0,072782371;Recherche environnementale;;;;;;;;;;;;;;;;
France;Bolivia;0,00504959;Recherche dans le domaine de la pche;;;;;;;;;;;;;;;;
France;Brazil;2,633921857;Recherche environnementale;;;;;;;;;;;;;;;;
France;Brazil;0,002338154;Prvention des catastrophes et prparation  leur survenue;;;;;;;;;;;;;;;;
France;Brazil;0,004523903;ducation et formation plurisectorielles;;;;;;;;;;;;;;;;
France;Brazil;0,007055371;Secteur non spcifi;;;;;;;;;;;;;;;;
France;Brazil;0,128443193;Amnagement de bassins fluviaux;;;;;;;;;;;;;;;;
France;Burkina Faso;1,056897881;APPUI POST INONDATIONS 1ER SEPT2009 OUAG;;;;;;;;;;;;;;;;
France;Burkina Faso;0,054171836;Recherche environnementale;;;;;;;;;;;;;;;;
France;Burkina Faso;3,15801E-05;Prservation des ressources en eau (y compris collecte de donnes);;;;;;;;;;;;;;;;
France;Cambodia;0,235234466;DEVELOPPEMENT RURAL INTEGRE-KANDAL;;;;;;;;;;;;;;;;
France;Cameroon;84,55183048;AMELIORATION DESSERTE EAU YAOUNDE;;;;;;;;;;;;;;;;
France;Cameroon;0,704598587;APPROVISIONNEMENT EN EAU POTABLE;;;;;;;;;;;;;;;;
France;Cameroon;0,336640534;Recherche environnementale;;;;;;;;;;;;;;;;
France;Cameroon;0,023567498;Enseignement suprieur;;;;;;;;;;;;;;;;
France;Cameroon;0,003600428;Prservation des ressources en eau (y compris collecte de donnes);;;;;;;;;;;;;;;;
France;Chile;0,129484702;Recherche environnementale;;;;;;;;;;;;;;;;
France;China;49,32190112;PRG CARBONE RURAL AU YUNNAN;;;;;;;;;;;;;;;;
France;Comoros;0,775058446;PRODUCT AGRICOLE DSENCLAVEMT EN ZONE R;;;;;;;;;;;;;;;;
France;Comoros;1,056897881;APPUI AU FINCT DES INVEST AGRICOLES;;;;;;;;;;;;;;;;
France;Comoros;1,056897881;MISE EN PLACE GEST DURABLE FORET MOYA;;;;;;;;;;;;;;;;
France;Comoros;5,918628134;APPRO EN EAU POT PENINS.SIMA ILE ANJOUAN;;;;;;;;;;;;;;;;
France;Cote d'Ivoire;0,065617153;Recherche environnementale;;;;;;;;;;;;;;;;
France;Cote d'Ivoire;0,028183943;Prservation des ressources en eau (y compris collecte de donnes);;;;;;;;;;;;;;;;
France;Cote d'Ivoire;0,008455183;ducation et formation plurisectorielles;;;;;;;;;;;;;;;;
France;Ecuador;0,050211062;Prservation des ressources en eau (y compris collecte de donnes);;;;;;;;;;;;;;;;
France;Ecuador;0,588549537;Politique et gestion administrative du secteur de leau;;;;;;;;;;;;;;;;
France;Ecuador;0,002113796;Recherche environnementale;;;;;;;;;;;;;;;;
France;Ecuador;0,490756098;Risques naturels, climats et ressources non renouvelables : impacts pour l'environnement et les populations du Sud;;;;;;;;;;;;;;;;
France;Egypt;56,36788699;AMELIORATION DE L'EAU ET ASSAINISSEMENT;;;;;;;;;;;;;;;;
France;Egypt;0,01010252;Recherche environnementale;;;;;;;;;;;;;;;;
France;Egypt;0,007676108;Politique et gestion administrative du secteur de leau;;;;;;;;;;;;;;;;
France;Egypt;69,52169077;EXTENSION STATION EPURATION GABAL EL ASF;;;;;;;;;;;;;;;;
France;Gabon;77,50584461;ASSAINISSEMENT DE LA VILLE DE PORT GENTI;;;;;;;;;;;;;;;;
France;Guinea;0,620260011;PROG DVLP PROD MANGROVE GUINE;;;;;;;;;;;;;;;;
France;Guinea;6,952169077;RENFORCEMENT DE LA SCURIT ALIMENTAIRE;;;;;;;;;;;;;;;;
France;Haiti;0,745272525;TECHNIQUE DE SECURIT ALIMENTAITE+AGRICO;;;;;;;;;;;;;;;;
France;India;0,268444565;Secteur non spcifi;;;;;;;;;;;;;;;;
France;India;0,485711358;Recherche environnementale;;;;;;;;;;;;;;;;
France;Indonesia;0,23384115;Recherche environnementale;;;;;;;;;;;;;;;;
France;Indonesia;0,923637291;Recherche dans le domaine de la pche;;;;;;;;;;;;;;;;
France;Indonesia;0,345228949;Risques naturels, climats et ressources non renouvelables : impacts pour l'environnement et les populations du Sud;;;;;;;;;;;;;;;;
France;Indonesia;0,004023288;Dveloppement et mondialisation : dynamiques socio-conomiques, identitaires et spatiales;;;;;;;;;;;;;;;;
France;Jordan;1,409197175;APPUI CREA ET RENFCT MEGA PROJECTS ADM;;;;;;;;;;;;;;;;
France;Kenya;0,220970981;Recherche environnementale;;;;;;;;;;;;;;;;
France;Kenya;0,026247257;Programmes de Recherche et de la Formation au Sud;;;;;;;;;;;;;;;;
France;Kenya;0,010326817;Dveloppement et mondialisation : dynamiques socio-conomiques, identitaires et spatiales;;;;;;;;;;;;;;;;
France;Laos;0,312823326;Diversit biologique;;;;;;;;;;;;;;;;
France;Lebanon;0,067981419;Recherche environnementale;;;;;;;;;;;;;;;;
France;Lebanon;0,341605448;Risques naturels, climats et ressources non renouvelables : impacts pour l'environnement et les populations du Sud;;;;;;;;;;;;;;;;
France;Madagascar;0,008214788;Diversit biologique;;;;;;;;;;;;;;;;
France;Madagascar;0,235849891;Recherche environnementale;;;;;;;;;;;;;;;;
France;Madagascar;0,701503059;PROJET FORESTERIE PAYSANNES A MADAGASCAR;;;;;;;;;;;;;;;;
France;Mali;0,643766364;AMELIORER PROD.AGRICOLE GESTION INTEGREE;;;;;;;;;;;;;;;;
France;Mali;0,255038421;Recherche environnementale;;;;;;;;;;;;;;;;
France;Mali;0,064098024;Prservation des ressources en eau (y compris collecte de donnes);;;;;;;;;;;;;;;;
France;Mali;0,001508278;Politique agricole et gestion administrative;;;;;;;;;;;;;;;;
France;Mali;0,784984493;Politique et gestion administrative du secteur de leau;;;;;;;;;;;;;;;;
France;Mali;0,625695217;COMMUNE URBAINE DE KAYES;;;;;;;;;;;;;;;;
France;Mauritania;0,775058446;RENFORCT APPROVISION EN EAU POT ALEG;;;;;;;;;;;;;;;;
France;Mexico;0,001799787;Sensibilisation au dveloppement;;;;;;;;;;;;;;;;
France;Mexico;1,033663627;Recherche environnementale;;;;;;;;;;;;;;;;
France;Mexico;0,155378984;Dveloppement et mondialisation : dynamiques socio-conomiques, identitaires et spatiales;;;;;;;;;;;;;;;;
France;Morocco;0,704598587;SECONDE TRANCHE DU PERIMETRE DE SEBOU;;;;;;;;;;;;;;;;
France;Morocco;0,033918488;Enseignement suprieur;;;;;;;;;;;;;;;;
France;Morocco;0,599632013;Prservation des ressources en eau (y compris collecte de donnes);;;;;;;;;;;;;;;;
France;Morocco;0,945432935;Recherche environnementale;;;;;;;;;;;;;;;;
France;Morocco;0,004962417;Politique et gestion administrative du secteur de leau;;;;;;;;;;;;;;;;
France;Morocco;0,778642937;FASEP 905 TRAITEMNT/REUTILISATION DES EAUX USES;;;;;;;;;;;;;;;;
France;Niger;0,079264001;Politique et gestion administrative du secteur de leau;;;;;;;;;;;;;;;;
France;Niger;0,045871566;Recherche environnementale;;;;;;;;;;;;;;;;
France;Niger;0,005419688;Recherche agronomique;;;;;;;;;;;;;;;;
France;Niger;0,775365144;Prservation des ressources en eau (y compris collecte de donnes);;;;;;;;;;;;;;;;
France;Niger;0,001220153;Amnagement de bassins fluviaux;;;;;;;;;;;;;;;;
France;Niger;0,000113849;Politique agricole et gestion administrative;;;;;;;;;;;;;;;;
France;Niger;0,01119189;Dveloppement et mondialisation : dynamiques socio-conomiques, identitaires et spatiales;;;;;;;;;;;;;;;;
France;Niger;0,000738581;Eaux continentales et ctires : ressources et usages au Sud;;;;;;;;;;;;;;;;
France;Oceania, regional;3,078353236;Recherche environnementale;;;;;;;;;;;;;;;;
France;Oceania, regional;0,004418735;Dveloppement de la pche;;;;;;;;;;;;;;;;
France;Oceania, regional;0,051530395;Protection des plantes et des rcoltes, lutte antiacridienne;;;;;;;;;;;;;;;;
France;Oceania, regional;0,797918433;Risques naturels, climats et ressources non renouvelables : impacts pour l'environnement et les populations du Sud;;;;;;;;;;;;;;;;
France;Oceania, regional;0,115267135;Services territoriaux (Centres IRD mtropolitains et Outre-Mer);;;;;;;;;;;;;;;;
France;Peru;0,014091972;Amnagement de bassins fluviaux;;;;;;;;;;;;;;;;
France;Peru;1,285571491;Recherche environnementale;;;;;;;;;;;;;;;;
France;Peru;1,308910333;Recherche dans le domaine de la pche;;;;;;;;;;;;;;;;
France;Peru;0,116714642;ducation et formation dans le domaine de la pche;;;;;;;;;;;;;;;;
France;Peru;0,194381248;Prservation des ressources en eau (y compris collecte de donnes);;;;;;;;;;;;;;;;
France;Peru;1,10797181;Risques naturels, climats et ressources non renouvelables : impacts pour l'environnement et les populations du Sud;;;;;;;;;;;;;;;;
France;Peru;0,002226163;La sant au Sud : pidmies, maladies endmiques et mergentes, systmes de sant;;;;;;;;;;;;;;;;
France;Peru;0,015777049;Scurit alimentaire dans le Sud;;;;;;;;;;;;;;;;
France;Senegal;13,38737316;PARTENARIAT RIZICOLE DELTA FLEUVE SENEGA;;;;;;;;;;;;;;;;
France;Senegal;0,704598587;PRCC PARTENARIA RIZICOLE DELTA FLEUVE SN;;;;;;;;;;;;;;;;
France;Senegal;0,626365315;Recherche dans le domaine de la pche;;;;;;;;;;;;;;;;
France;Senegal;0,006787835;Recherche agronomique;;;;;;;;;;;;;;;;
France;Senegal;0,589842447;Recherche environnementale;;;;;;;;;;;;;;;;
France;Senegal;0,055595266;Enseignement suprieur;;;;;;;;;;;;;;;;
France;Senegal;0,000743168;Protection des plantes et des rcoltes, lutte antiacridienne;;;;;;;;;;;;;;;;
France;Senegal;0,003630543;Politique agricole et gestion administrative;;;;;;;;;;;;;;;;
France;Senegal;0,040196561;Gestion durable des cosystmes au Sud;;;;;;;;;;;;;;;;
France;Seychelles;0,402946812;Recherche dans le domaine de la pche;;;;;;;;;;;;;;;;
France;South Africa;0,011218111;Enseignement suprieur;;;;;;;;;;;;;;;;
France;South Africa;0,298398869;Recherche environnementale;;;;;;;;;;;;;;;;
France;South Africa;0,639056869;Recherche dans le domaine de la pche;;;;;;;;;;;;;;;;
France;South Africa;69,8941512;AMLIORATION RSEAU D'EAU DE SOWETO;;;;;;;;;;;;;;;;
France;South Africa;0,420309259;Risques naturels, climats et ressources non renouvelables : impacts pour l'environnement et les populations du Sud;;;;;;;;;;;;;;;;
France;South America, regional;8,92867E-05;Recherche environnementale;;;;;;;;;;;;;;;;
France;South America, regional;0,35758391;Prservation des ressources en eau (y compris collecte de donnes);;;;;;;;;;;;;;;;
France;South of Sahara, regional;0,028132353;Recherche environnementale;;;;;;;;;;;;;;;;
France;South of Sahara, regional;0,672851447;Recherche dans le domaine de la pche;;;;;;;;;;;;;;;;
France;Syria;0,090511819;Recherche environnementale;;;;;;;;;;;;;;;;
France;Tanzania;42,27591524;PARTICIPATION AU PRG NATIONALK DVLPT EAU;;;;;;;;;;;;;;;;
France;Tanzania;0,695216908;DEVLPMNT SECTEUR DE L EAU DU WSDP;;;;;;;;;;;;;;;;
France;Togo;6,952169077;PROJET ENVIRONNEMENT URBAIN DE LOME N2;;;;;;;;;;;;;;;;
France;Tunisia;0,004227592;ducation et formation plurisectorielles;;;;;;;;;;;;;;;;
France;Tunisia;0,006209219;Recherche en sylviculture;;;;;;;;;;;;;;;;
France;Tunisia;0,015734772;Politique et gestion administrative du secteur de leau;;;;;;;;;;;;;;;;
France;Tunisia;0,103354368;Recherche environnementale;;;;;;;;;;;;;;;;
France;Tunisia;0,03138998;Diversit biologique;;;;;;;;;;;;;;;;
France;Vietnam;17,29789532;INFRASTRUCT. HYDROAGRICOLES NIN THUAN 2;;;;;;;;;;;;;;;;
France;Vietnam;73,85421817;FIN. BARRAGE HYDROELECTRIQUE HUOI QUANG;;;;;;;;;;;;;;;;
France;Vietnam;0,469533958;Recherche environnementale;;;;;;;;;;;;;;;;
France;Vietnam;0,030548435;Enseignement suprieur;;;;;;;;;;;;;;;;
France;Vietnam;0,950567297;FINANCT PROJET RFCT GES RESSOURCES EAU;;;;;;;;;;;;;;;;
France;Vietnam;0,695216908;APPUI AU RENFCT CAPACITES FDS INVEST;;;;;;;;;;;;;;;;
France;Vietnam;27,80867631;FINANCT PROJET RENFCT GES RESSOURCE EAU;;;;;;;;;;;;;;;;
France;West Bank & Gaza Strip;13,90433815;PROJET AMELIORATION SERVICES D'EAU;;;;;;;;;;;;;;;;
Germany;Afghanistan;2,556923792;Development and Strengthening of Disaster Preparedness and Management structures;;;;;;;;;;;;;;;;
Germany;Africa, regional;5,56173526;Adoption to climate change in the support of agriculture in Africa;;;;;;;;;;;;;;;;
Germany;Africa, regional;0,14599555;Extension of small farmer unions enhancing agrobiodiversity in Northern and Western African countries;;;;;;;;;;;;;;;;
Germany;America, regional;6,95216908;Improving the management of coastal resources and the conservation of the marine biodiversity;;;;;;;;;;;;;;;;
Germany;Argentina;0,350435432;Sustainable rural development Diocese Santiago del Estero;;;;;;;;;;;;;;;;
Germany;Argentina;0,15989989;Sustainable agricuture and market-based income generation of members of farmer union UOCB, North of Santa Fe;;;;;;;;;;;;;;;;
Germany;Argentina;0,262033894;Sustainable rural development for small farmer families and youth, Northwest Santa F Province;;;;;;;;;;;;;;;;
Germany;Asia, regional;2,297389192;Cities in Asia develop climate sensitive adaptation plans;;;;;;;;;;;;;;;;
Germany;Asia, regional;4,44938821;ASEAN Centre for Biodiversity - Biodiversity and Climate Change;;;;;;;;;;;;;;;;
Germany;Asia, regional;0,12513904;Vulnerability assessment and adaptation to climate change for water resource management in coastal cities of Southeast Asia;;;;;;;;;;;;;;;;
Germany;Asia, regional;0,466447755;Building resiliency of indigenous communities on climate change adaptation;;;;;;;;;;;;;;;;
Germany;Asia, regional;0,342976294;Protection of Sustainable Policy initiatives in the Management of natural ressources in the Hindu Kush Himalayas;;;;;;;;;;;;;;;;
Germany;Asia, regional;0,548762074;Local innovation and experimentation - an entry point to climate-change adaptation for sustainable livelihoods in Asia;;;;;;;;;;;;;;;;
Germany;Bangladesh;0,266330928;Integrated Community Development Project (ICDP)-Mymensingh;;;;;;;;;;;;;;;;
Germany;Bangladesh;2,08565072;Rehabilitation of Coastal Infrastructure;;;;;;;;;;;;;;;;
Germany;Bangladesh;7,18854283;Adaptation to climate change and stabilizing livelihood in selected districts in South-West Bangladesh;;;;;;;;;;;;;;;;
Germany;Bangladesh;0,31562848;Peoples' led climate change adaptation and mitigation programme;;;;;;;;;;;;;;;;
Germany;Bangladesh;0,34760845;Peoples Empowerment for addressing climate justice and Environmental Justicem (PEACE);;;;;;;;;;;;;;;;
Germany;Bangladesh;15,05665933;Climate Change Adaptation through Flood Protection;;;;;;;;;;;;;;;;
Germany;Bangladesh;0,086430022;Sustainable river basin management - Adapting climate change in the Southwest Bangladesh;;;;;;;;;;;;;;;;
Germany;Bangladesh;0,548762074;People led development process with emphasis on sustainable agriculture and self reliance of small farmer groups / Bangladesh;;;;;;;;;;;;;;;;
Germany;Bangladesh;0,123471462;Community led initiative to enhance resilience capacity and biodiversity in Vulnerable Ecosystems (CLAVE) in Bangladesh;;;;;;;;;;;;;;;;
Germany;Bangladesh;0,241455312;Integrated comunity development at Mymensingh focussing on Land Retention and self reliant development;;;;;;;;;;;;;;;;
Germany;Benin;0,14599555;Integrated rural development with emphasis on basic drinking water supply and agricultural use;;;;;;;;;;;;;;;;
Germany;Benin;4,17130145;Protection and Management of Natural Resources;;;;;;;;;;;;;;;;
Germany;Benin;0,36767059;Integrated waste management, reforestation, water supply in drought rural areas, Archdiocese Parakou;;;;;;;;;;;;;;;;
Germany;Bilateral, unspecified;2,236759257;Project-Evaluation;;;;;;;;;;;;;;;;
Germany;Bilateral, unspecified;0,732892248;Creation of a network to support the Adaptation Fund under the Kyoto Protocol through capacity-building in civil society;;;;;;;;;;;;;;;;
Germany;Bilateral, unspecified;0,632660706;Integration of gender aspects into climate change adaptation and low-carbon development;;;;;;;;;;;;;;;;
Germany;Bilateral, unspecified;14,01741719;Ecosystem Based Adaptation in Mountain Ecosystems;;;;;;;;;;;;;;;;
Germany;Bilateral, unspecified;0,084104505;Financial support of developing countries for participation on 26th GC/ GMEF in Nairobi, February 2011;;;;;;;;;;;;;;;;
Germany;Bilateral, unspecified;1,043020528;Supporting the LDCs and SIDS in the climate negotiations process for the international climate regime Post-2012;;;;;;;;;;;;;;;;
Germany;Bilateral, unspecified;0,819905037;Enhancing the framework conditions for implementing adaptation measures;;;;;;;;;;;;;;;;
Germany;Bilateral, unspecified;3,815274253;Advisory Fund for the Energy and Climate Fund (EKF);;;;;;;;;;;;;;;;
Germany;Bilateral, unspecified;3,47608454;Climate Change mitigation and adaptation in Africa, Asia and Latin America;;;;;;;;;;;;;;;;
Germany;Bilateral, unspecified;3,62160317;Study and Advisory Fund;;;;;;;;;;;;;;;;
Germany;Bilateral, unspecified;0,63020022;Promotion of communal climate protection and adaption projects;;;;;;;;;;;;;;;;
Germany;Bilateral, unspecified;0,41713014;Mobilisation of small and medium sized industries for disaster preventive addaption to climat change;;;;;;;;;;;;;;;;
Germany;Bilateral, unspecified;27,80867631;Contribution to CIF (SCF);;;;;;;;;;;;;;;;
Germany;Bilateral, unspecified;6,09843191;Ecosystem-based adaptation in marine, terrestrial and coastal regions as a means of improving livelihoods, conserving biodiversity;;;;;;;;;;;;;;;;
Germany;Bilateral, unspecified;3,41117075;Strengthening transparency, accountability, anticorruption and public oversight in climate governance and finance.;;;;;;;;;;;;;;;;
Germany;Bilateral, unspecified;4,613121625;Inventory of methods for climate adaptation;;;;;;;;;;;;;;;;
Germany;Bilateral, unspecified;2,82967186;expanding coverage for medium-level weather extremes in vulnerable countries using risk reduction and innovative insurance solutions;;;;;;;;;;;;;;;;
Germany;Bilateral, unspecified;5,493993318;Ecosystems Protecting Infrastructure and Communities (EPIC);;;;;;;;;;;;;;;;
Germany;Bilateral, unspecified;1,515955219;Climate Finance - Transparency and Impact Orientation;;;;;;;;;;;;;;;;
Germany;Bilateral, unspecified;0,052818348;Partnership for the Land for Life Award;;;;;;;;;;;;;;;;
Germany;Bilateral, unspecified;0,082314308;Fit 4 Carbon;;;;;;;;;;;;;;;;
Germany;Bilateral, unspecified;21,33312553;International Agricultural Research;;;;;;;;;;;;;;;;
Germany;Bilateral, unspecified;0,009417598;Global System for Adaption Information (GSAI);;;;;;;;;;;;;;;;
Germany;Bilateral, unspecified;1,002215151;Generating Expertise on Climate and Resource Protection in Young Management Professionals (Postgraduates) from developing and emerging countries;;;;;;;;;;;;;;;;
Germany;Bolivia;0,428004601;Adaptation of the agricultural sector and agricultural water use to climate change in Andean countries.;;;;;;;;;;;;;;;;
