source;id;projecttitle;year;amount;currency;donor;recipient;recipient_mapped;purpose;sector;sector_mapped
oecd_riomarkers;265;Recherche environnementale;2010;14554;USD;France;Senegal;Senegal;environmental research;iv.1. general environment protection;natural resource management
oecd_riomarkers;266;Recherche dans le domaine de la pche;2010;585735;USD;France;Senegal;Senegal;fishery research;iii.1.c. fishing;agriculture / food security
oecd_riomarkers;267;Recherche dans le domaine de la pche;2010;378729;USD;France;Seychelles;Seychelles;fishery research;iii.1.c. fishing;agriculture / food security
oecd_riomarkers;268;Enseignement suprieur;2010;10544;USD;France;South Africa;South Africa;higher education;i.1.d. post-secondary education;Education
oecd_riomarkers;269;Recherche environnementale;2010;75768;USD;France;South Africa;South Africa;environmental research;iv.1. general environment protection;natural resource management
oecd_riomarkers;270;Recherche environnementale;2010;204697;USD;France;South Africa;South Africa;environmental research;iv.1. general environment protection;natural resource management
oecd_riomarkers;271;Recherche dans le domaine de la pche;2010;587139;USD;France;South Africa;South Africa;fishery research;iii.1.c. fishing;agriculture / food security
oecd_riomarkers;272;Recherche dans le domaine de la pche;2010;13510;USD;France;South Africa;South Africa;fishery research;iii.1.c. fishing;agriculture / food security
oecd_riomarkers;273;Recherche environnementale;2010;84;USD;France;South America, regional;Non-specific;environmental research;iv.1. general environment protection;natural resource management
oecd_riomarkers;274;Prservation des ressources en eau (y compris collecte de donnes);2010;336093;USD;France;South America, regional;Non-specific;water resources protection;i.4. water supply & sanitation;health
oecd_riomarkers;275;Recherche environnementale;2010;26442;USD;France;South of Sahara, regional;Non-specific;environmental research;iv.1. general environment protection;natural resource management
oecd_riomarkers;276;Recherche dans le domaine de la pche;2010;632413;USD;France;South of Sahara, regional;Non-specific;fishery research;iii.1.c. fishing;agriculture / food security
oecd_riomarkers;277;Recherche environnementale;2010;5195;USD;France;Syria;Syria;environmental research;iv.1. general environment protection;natural resource management
oecd_riomarkers;278;Recherche environnementale;2010;79877;USD;France;Syria;Syria;environmental research;iv.1. general environment protection;natural resource management
oecd_riomarkers;279;ducation et formation plurisectorielles;2010;3974;USD;France;Tunisia;Tunisia;multisector education/training;iv.2. other multisector;Other
oecd_riomarkers;280;Recherche en sylviculture;2010;5836;USD;France;Tunisia;Tunisia;forestry research;iii.1.b. forestry;agriculture / food security
oecd_riomarkers;281;Politique et gestion administrative du secteur de leau;2010;10455;USD;France;Tunisia;Tunisia;water resources policy/admin. mgmt;i.4. water supply & sanitation;health
oecd_riomarkers;282;Recherche environnementale;2010;837;USD;France;Tunisia;Tunisia;environmental research;iv.1. general environment protection;natural resource management
oecd_riomarkers;283;Recherche environnementale;2010;991;USD;France;Tunisia;Tunisia;environmental research;iv.1. general environment protection;natural resource management
oecd_riomarkers;284;Politique et gestion administrative du secteur de leau;2010;4334;USD;France;Tunisia;Tunisia;water resources policy/admin. mgmt;i.4. water supply & sanitation;health
oecd_riomarkers;285;Recherche environnementale;2010;5791;USD;France;Tunisia;Tunisia;environmental research;iv.1. general environment protection;natural resource management
oecd_riomarkers;286;Diversit biologique;2010;29503;USD;France;Tunisia;Tunisia;bio-diversity;iv.1. general environment protection;natural resource management
oecd_riomarkers;287;Recherche environnementale;2010;6504;USD;France;Tunisia;Tunisia;environmental research;iv.1. general environment protection;natural resource management
oecd_riomarkers;288;Recherche environnementale;2010;83020;USD;France;Tunisia;Tunisia;environmental research;iv.1. general environment protection;natural resource management
oecd_riomarkers;289;Recherche environnementale;2010;441315;USD;France;Vietnam;Vietnam;environmental research;iv.1. general environment protection;natural resource management
oecd_riomarkers;290;Enseignement suprieur;2010;28712;USD;France;Vietnam;Vietnam;higher education;i.1.d. post-secondary education;Education
oecd_riomarkers;291;Sustainable rural development Diocese Santiago del Estero;2010;331126;USD;Germany;Argentina;Argentina;agricultural development;iii.1.a. agriculture;agriculture / food security
oecd_riomarkers;292;Integrated Community Development Project (ICDP)-Mymensingh;2010;251656;USD;Germany;Bangladesh;Bangladesh;agricultural development;iii.1.a. agriculture;agriculture / food security
oecd_riomarkers;293;Project-Evaluation;2010;2113510;USD;Germany;Bilateral, unspecified;Non-specific;multisector aid;iv.2. other multisector;Other
oecd_riomarkers;294;Adaptation of the agricultural sector and agricultural water use to climate change in Andean countries.;2010;58236;USD;Germany;Bolivia;Bolivia;agricultural water resources;iii.1.a. agriculture;agriculture / food security
oecd_riomarkers;295;Adaptation of the agricultural sector and agricultural water use to climate change in Andean countries.;2010;58236;USD;Germany;Bolivia;Bolivia;environmental policy and admin. mgmt;iv.1. general environment protection;natural resource management
oecd_riomarkers;296;Adaptation of the agricultural sector and agricultural water use to climate change in Andean countries.;2010;66012;USD;Germany;Bolivia;Bolivia;agricultural land resources;iii.1.a. agriculture;agriculture / food security
oecd_riomarkers;297;Advocacy and networking for innovative environmental policy approaches and measures against climate change related consequences/Bolivia;2010;298013;USD;Germany;Bolivia;Bolivia;biosphere protection;iv.1. general environment protection;natural resource management
oecd_riomarkers;298;Capacity Building and Empowerment for small farmers and fishermen Labrea Prelature;2010;132450;USD;Germany;Brazil;Brazil;agricultural land resources;iii.1.a. agriculture;agriculture / food security
oecd_riomarkers;299;Organizing self-help groups in drought rural areas, Dioc. Araua;2010;165563;USD;Germany;Brazil;Brazil;multisector aid for basic soc. serv.;i.6. other social infrastructure & services;Other
oecd_riomarkers;300;Small farmer families and landless people rights, protection with civic participation Santa Catarina, North Brazil;2010;178808;USD;Germany;Brazil;Brazil;agricultural development;iii.1.a. agriculture;agriculture / food security
oecd_riomarkers;301;Integrated rural and sustainable development on focusing land property rights for landless people, Alagoas Region;2010;225166;USD;Germany;Brazil;Brazil;agricultural development;iii.1.a. agriculture;agriculture / food security
oecd_riomarkers;302;Food security by storage and management of communal cereal deposits with emphasis on communal development;2010;331126;USD;Germany;Chad;Chad;multisector aid for basic soc. serv.;i.6. other social infrastructure & services;Other
oecd_riomarkers;303;Adaptation of the agricultural sector and agricultural water use to climate change in Andean countries.;2010;58134;USD;Germany;Colombia;Colombia;agricultural water resources;iii.1.a. agriculture;agriculture / food security
oecd_riomarkers;304;Adaptation of the agricultural sector and agricultural water use to climate change in Andean countries.;2010;58134;USD;Germany;Colombia;Colombia;environmental policy and admin. mgmt;iv.1. general environment protection;natural resource management
oecd_riomarkers;305;Adaptation of the agricultural sector and agricultural water use to climate change in Andean countries.;2010;58134;USD;Germany;Colombia;Colombia;agricultural land resources;iii.1.a. agriculture;agriculture / food security
oecd_riomarkers;306;Adaptation of the agricultural sector and agricultural water use to climate change in Andean countries.;2010;49476;USD;Germany;Ecuador;Ecuador;agricultural land resources;iii.1.a. agriculture;agriculture / food security
oecd_riomarkers;307;Adaptation of the agricultural sector and agricultural water use to climate change in Andean countries.;2010;49476;USD;Germany;Ecuador;Ecuador;agricultural water resources;iii.1.a. agriculture;agriculture / food security
oecd_riomarkers;308;Adaptation of the agricultural sector and agricultural water use to climate change in Andean countries.;2010;49476;USD;Germany;Ecuador;Ecuador;environmental policy and admin. mgmt;iv.1. general environment protection;natural resource management
oecd_riomarkers;309;Farmer-led initiatives for food sovereignty at Malkangiri and Kandhamal Dt.;2010;331126;USD;Germany;India;India;agricultural land resources;iii.1.a. agriculture;agriculture / food security
oecd_riomarkers;310;Capacity building and investigation about consequences of gene-manipulated seeds and market liberalization for small farmers in Mexico;2010;79470;USD;Germany;Mexico;Mexico;agricultural research;iii.1.a. agriculture;agriculture / food security
oecd_riomarkers;311;Sustainable use of agricultural land resources by indigenous small farmer groups, Sierra Tarahumara;2010;140397;USD;Germany;Mexico;Mexico;agricultural land resources;iii.1.a. agriculture;agriculture / food security
oecd_riomarkers;312;Integrated Rural Development Project (IRDP);2010;410596;USD;Germany;Myanmar;Myanmar;rural development;iv.2. other multisector;Other
oecd_riomarkers;313;Capacity building and networking about climate change related effects on agriculture and livestock of small farmers / Niger;2010;362914;USD;Germany;Niger;Niger;agricultural land resources;iii.1.a. agriculture;agriculture / food security
oecd_riomarkers;314;Watershedmanagement Trifinio;2010;15894040;USD;Germany;North & Central America, regional;Non-specific;environmental policy and admin. mgmt;iv.1. general environment protection;natural resource management
oecd_riomarkers;315;Adaptation of the agricultural sector and agricultural water use to climate change in Andean countries.;2010;64223;USD;Germany;Peru;Peru;agricultural land resources;iii.1.a. agriculture;agriculture / food security
oecd_riomarkers;316;Adaptation of the agricultural sector and agricultural water use to climate change in Andean countries.;2010;64223;USD;Germany;Peru;Peru;agricultural water resources;iii.1.a. agriculture;agriculture / food security
oecd_riomarkers;317;Adaptation of the agricultural sector and agricultural water use to climate change in Andean countries.;2010;80216;USD;Germany;Peru;Peru;environmental policy and admin. mgmt;iv.1. general environment protection;natural resource management
oecd_riomarkers;318;Community and Extension Development Project, Phase V;2010;317881;USD;Germany;Philippines;Philippines;rural development;iv.2. other multisector;Other
oecd_riomarkers;319;Empowering communities to assert their rights to food development and promoting good governance;2010;464901;USD;Germany;Philippines;Philippines;democratic participation and civil society;i.5.a. government & civil society-general;Government / trade / finance
oecd_riomarkers;320;Integrated rural and sustainable development focusing food security and mitigation of rural poverty in arid areas of Senegal;2010;377483;USD;Germany;Senegal;Senegal;agricultural development;iii.1.a. agriculture;agriculture / food security
oecd_riomarkers;321;Adaptation of the agricultural sector and agricultural water use to climate change in Andean countries.;2010;1403;USD;Germany;South America, regional;Non-specific;agricultural water resources;iii.1.a. agriculture;agriculture / food security
oecd_riomarkers;322;Adaptation of the agricultural sector and agricultural water use to climate change in Andean countries.;2010;1332;USD;Germany;South America, regional;Non-specific;agricultural water resources;iii.1.a. agriculture;agriculture / food security
oecd_riomarkers;323;Adaptation of the agricultural sector and agricultural water use to climate change in Andean countries.;2010;1403;USD;Germany;South America, regional;Non-specific;agricultural land resources;iii.1.a. agriculture;agriculture / food security
oecd_riomarkers;324;Adaptation of the agricultural sector and agricultural water use to climate change in Andean countries.;2010;1332;USD;Germany;South America, regional;Non-specific;agricultural water resources;iii.1.a. agriculture;agriculture / food security
oecd_riomarkers;325;Adaptation of the agricultural sector and agricultural water use to climate change in Andean countries.;2010;1332;USD;Germany;South America, regional;Non-specific;environmental policy and admin. mgmt;iv.1. general environment protection;natural resource management
oecd_riomarkers;326;Adaptation of the agricultural sector and agricultural water use to climate change in Andean countries.;2010;1332;USD;Germany;South America, regional;Non-specific;agricultural land resources;iii.1.a. agriculture;agriculture / food security
oecd_riomarkers;327;Adaptation of the agricultural sector and agricultural water use to climate change in Andean countries.;2010;1332;USD;Germany;South America, regional;Non-specific;agricultural land resources;iii.1.a. agriculture;agriculture / food security
oecd_riomarkers;328;Adaptation of the agricultural sector and agricultural water use to climate change in Andean countries.;2010;1332;USD;Germany;South America, regional;Non-specific;environmental policy and admin. mgmt;iv.1. general environment protection;natural resource management
oecd_riomarkers;329;Adaptation of the agricultural sector and agricultural water use to climate change in Andean countries.;2010;1403;USD;Germany;South America, regional;Non-specific;environmental policy and admin. mgmt;iv.1. general environment protection;natural resource management
oecd_riomarkers;330;Cities in Asia develop climate sensitive adaptation plans;2010;2170799;USD;Germany;Asia, regional;Non-specific;urban development and management;iv.2. other multisector;Other
oecd_riomarkers;331;Creation of a network to support the Adaptation Fund under the Kyoto Protocol through capacity-building in civil society;2010;692509;USD;Germany;Bilateral, unspecified;Non-specific;democratic participation and civil society;i.5.a. government & civil society-general;Government / trade / finance
oecd_riomarkers;332;Integration of gender aspects into climate change adaptation and low-carbon development;2010;597800;USD;Germany;Bilateral, unspecified;Non-specific;women's equality organisations and institutions;i.5.a. government & civil society-general;Government / trade / finance
oecd_riomarkers;333;Ecosystem Based Adaptation in Mountain Ecosystems;2010;13245033;USD;Germany;Bilateral, unspecified;Non-specific;bio-diversity;iv.1. general environment protection;natural resource management
oecd_riomarkers;334;Financial support of developing countries for participation on 26th GC/ GMEF in Nairobi, February 2011;2010;79470;USD;Germany;Bilateral, unspecified;Non-specific;environmental policy and admin. mgmt;iv.1. general environment protection;natural resource management
oecd_riomarkers;335;Supporting the LDCs and SIDS in the climate negotiations process for the international climate regime Post-2012;2010;319116;USD;Germany;Bilateral, unspecified;Non-specific;environmental policy and admin. mgmt;iv.1. general environment protection;natural resource management
oecd_riomarkers;336;Marine and coastal biodiversity of Costa Rica  capacity-building and climate change adaptation;2010;4635762;USD;Germany;Costa Rica;Costa Rica;bio-diversity;iv.1. general environment protection;natural resource management
oecd_riomarkers;337;Climate change adaptation through climate-sensitive flood water management in the Lower Mekong Basin;2010;4238411;USD;Germany;Far East Asia, regional;Non-specific;flood prevention/control;iv.1. general environment protection;natural resource management
oecd_riomarkers;338;Climate tolerant Rehabilitation of degraded Landscapes in the South Caucasus;2010;569211;USD;Germany;Georgia;Georgia;bio-diversity;iv.1. general environment protection;natural resource management
oecd_riomarkers;339;Database for management of climate adaptation information and data;2010;2768212;USD;Germany;Indonesia;Indonesia;environmental research;iv.1. general environment protection;natural resource management
oecd_riomarkers;340;Risk management strategies for climate change adaptation in agriculture in the Kenyan Highlands;2010;2980132;USD;Germany;Kenya;Kenya;agricultural financial services;iii.1.a. agriculture;agriculture / food security
oecd_riomarkers;341;Strengthening National Climate Policy and Strategies for Adapting to Climate Change;2010;8598;USD;Germany;Mali;Mali;environmental policy and admin. mgmt;iv.1. general environment protection;natural resource management
oecd_riomarkers;342;Climate change governance capacity / building regionally- and nationally-tailored ecosystem-based adaptation in Mesoamerica;2010;3329130;USD;Germany;North & Central America, regional;Non-specific;environmental policy and admin. mgmt;iv.1. general environment protection;natural resource management
oecd_riomarkers;343;Insurance for agricultural microloans for climate change adaptation;2010;2649007;USD;Germany;Peru;Peru;agricultural financial services;iii.1.a. agriculture;agriculture / food security
oecd_riomarkers;344;Climate change adaptation through biodiversity promotion in Bac Lieu Province, Viet Nam;2010;4635762;USD;Germany;Vietnam;Vietnam;bio-diversity;iv.1. general environment protection;natural resource management
oecd_riomarkers;345;ELECTRONIC ORGANISATION OF AGRICULTURAL SCHOOLS;2010;529801;USD;Greece;Egypt;Egypt;agricultural education/training;iii.1.a. agriculture;agriculture / food security
oecd_riomarkers;346;IMPROVEMENT OF OLIVE CULTURE IN PALESTINE;2010;423841;USD;Greece;West Bank & Gaza Strip;West Bank & Gaza Strip;agricultural education/training;iii.1.a. agriculture;agriculture / food security
oecd_riomarkers;347;MEDITERRANEAN INITIATIVE FOR THE RAMSAR CONVENTION ON WETLANDS - MEDWET;2010;14411;USD;Greece;Albania;Albania;bio-diversity;iv.1. general environment protection;natural resource management
oecd_riomarkers;348;MEDITERRANEAN COMPONENT OF THE EU WATER INITIATIVE (MED EUWI);2010;8278;USD;Greece;Albania;Albania;sectors not specified;ix. unallocated / unspecified;Other
oecd_riomarkers;349;MEDITERRANEAN INITIATIVE FOR THE RAMSAR CONVENTION ON WETLANDS - MEDWET;2010;14411;USD;Greece;Algeria;Algeria;bio-diversity;iv.1. general environment protection;natural resource management
oecd_riomarkers;350;MEDITERRANEAN COMPONENT OF THE EU WATER INITIATIVE (MED EUWI);2010;8278;USD;Greece;Algeria;Algeria;sectors not specified;ix. unallocated / unspecified;Other
oecd_riomarkers;351;INTERNATIONAL UNION FOR THE CONSERVATION OF NATURE AND NATURAL RESOURCES (WORLD CONSERVATION UNION) - RAMSAR BUREAU;2010;30238;USD;Greece;Bilateral, unspecified;Non-specific;sectors not specified;ix. unallocated / unspecified;Other
oecd_riomarkers;352;INTERNATIONAL UNION FOR THE CONSERVATION OF NATURE AND NATURAL RESOURCES (WORLD CONSERVATION UNION);2010;329086;USD;Greece;Bilateral, unspecified;Non-specific;sectors not specified;ix. unallocated / unspecified;Other
oecd_riomarkers;353;MEDITERRANEAN INITIATIVE FOR THE RAMSAR CONVENTION ON WETLANDS - MEDWET;2010;14411;USD;Greece;Bosnia-Herzegovina;Bosnia and Herzegovina;bio-diversity;iv.1. general environment protection;natural resource management
oecd_riomarkers;354;MEDITERRANEAN COMPONENT OF THE EU WATER INITIATIVE (MED EUWI);2010;8278;USD;Greece;Bosnia-Herzegovina;Bosnia and Herzegovina;sectors not specified;ix. unallocated / unspecified;Other
oecd_riomarkers;355;MEDITERRANEAN INITIATIVE FOR THE RAMSAR CONVENTION ON WETLANDS - MEDWET;2010;14411;USD;Greece;Croatia;Croatia;bio-diversity;iv.1. general environment protection;natural resource management
oecd_riomarkers;356;MEDITERRANEAN COMPONENT OF THE EU WATER INITIATIVE (MED EUWI);2010;8278;USD;Greece;Croatia;Croatia;sectors not specified;ix. unallocated / unspecified;Other
oecd_riomarkers;357;MEDITERRANEAN COMPONENT OF THE EU WATER INITIATIVE (MED EUWI);2010;8278;USD;Greece;Egypt;Egypt;sectors not specified;ix. unallocated / unspecified;Other
oecd_riomarkers;358;MEDITERRANEAN INITIATIVE FOR THE RAMSAR CONVENTION ON WETLANDS - MEDWET;2010;14411;USD;Greece;Egypt;Egypt;bio-diversity;iv.1. general environment protection;natural resource management
oecd_riomarkers;359;MEDITERRANEAN INITIATIVE ON EDUCATION FOR SUSTAINABLE DEVELOPMENT - MEDIES;2010;4411;USD;Greece;Egypt;Egypt;environmental education/training;iv.1. general environment protection;natural resource management
oecd_riomarkers;360;MEDITERRANEAN INITIATIVE FOR THE RAMSAR CONVENTION ON WETLANDS - MEDWET;2010;14411;USD;Greece;Jordan;Jordan;bio-diversity;iv.1. general environment protection;natural resource management
oecd_riomarkers;361;MEDITERRANEAN INITIATIVE ON EDUCATION FOR SUSTAINABLE DEVELOPMENT - MEDIES;2010;4411;USD;Greece;Jordan;Jordan;environmental education/training;iv.1. general environment protection;natural resource management
oecd_riomarkers;362;MEDITERRANEAN COMPONENT OF THE EU WATER INITIATIVE (MED EUWI);2010;8278;USD;Greece;Jordan;Jordan;sectors not specified;ix. unallocated / unspecified;Other
oecd_riomarkers;363;MEDITERRANEAN INITIATIVE ON EDUCATION FOR SUSTAINABLE DEVELOPMENT - MEDIES;2010;4411;USD;Greece;Lebanon;Lebanon;environmental education/training;iv.1. general environment protection;natural resource management
oecd_riomarkers;364;MEDITERRANEAN COMPONENT OF THE EU WATER INITIATIVE (MED EUWI);2010;8278;USD;Greece;Lebanon;Lebanon;sectors not specified;ix. unallocated / unspecified;Other
oecd_riomarkers;365;MEDITERRANEAN INITIATIVE FOR THE RAMSAR CONVENTION ON WETLANDS - MEDWET;2010;14411;USD;Greece;Lebanon;Lebanon;bio-diversity;iv.1. general environment protection;natural resource management
oecd_riomarkers;366;MEDITERRANEAN COMPONENT OF THE EU WATER INITIATIVE (MED EUWI);2010;8278;USD;Greece;Libya;Libya;sectors not specified;ix. unallocated / unspecified;Other
oecd_riomarkers;367;MEDITERRANEAN INITIATIVE FOR THE RAMSAR CONVENTION ON WETLANDS - MEDWET;2010;14411;USD;Greece;Libya;Libya;bio-diversity;iv.1. general environment protection;natural resource management
oecd_riomarkers;368;MEDITERRANEAN COMPONENT OF THE EU WATER INITIATIVE (MED EUWI);2010;8278;USD;Greece;Macedonia, FYR;Macedonia;sectors not specified;ix. unallocated / unspecified;Other
oecd_riomarkers;369;MEDITERRANEAN INITIATIVE FOR THE RAMSAR CONVENTION ON WETLANDS - MEDWET;2010;14411;USD;Greece;Macedonia, FYR;Macedonia;bio-diversity;iv.1. general environment protection;natural resource management
oecd_riomarkers;370;MEDITERRANEAN INITIATIVE FOR THE RAMSAR CONVENTION ON WETLANDS - MEDWET;2010;14411;USD;Greece;Montenegro;Montenegro;bio-diversity;iv.1. general environment protection;natural resource management
oecd_riomarkers;371;MEDITERRANEAN COMPONENT OF THE EU WATER INITIATIVE (MED EUWI);2010;8278;USD;Greece;Montenegro;Montenegro;sectors not specified;ix. unallocated / unspecified;Other
oecd_riomarkers;372;MEDITERRANEAN INITIATIVE ON EDUCATION FOR SUSTAINABLE DEVELOPMENT - MEDIES;2010;4411;USD;Greece;Morocco;Morocco;environmental education/training;iv.1. general environment protection;natural resource management
oecd_riomarkers;373;MEDITERRANEAN COMPONENT OF THE EU WATER INITIATIVE (MED EUWI);2010;8278;USD;Greece;Morocco;Morocco;sectors not specified;ix. unallocated / unspecified;Other
oecd_riomarkers;374;MEDITERRANEAN INITIATIVE FOR THE RAMSAR CONVENTION ON WETLANDS - MEDWET;2010;14411;USD;Greece;Morocco;Morocco;bio-diversity;iv.1. general environment protection;natural resource management
oecd_riomarkers;375;MEDITERRANEAN COMPONENT OF THE EU WATER INITIATIVE (MED EUWI);2010;8278;USD;Greece;Serbia;Serbia;sectors not specified;ix. unallocated / unspecified;Other
oecd_riomarkers;376;MEDITERRANEAN INITIATIVE FOR THE RAMSAR CONVENTION ON WETLANDS - MEDWET;2010;14411;USD;Greece;Serbia;Serbia;bio-diversity;iv.1. general environment protection;natural resource management
oecd_riomarkers;377;MEDITERRANEAN COMPONENT OF THE EU WATER INITIATIVE (MED EUWI);2010;8278;USD;Greece;Syria;Syria;sectors not specified;ix. unallocated / unspecified;Other
oecd_riomarkers;378;MEDITERRANEAN INITIATIVE FOR THE RAMSAR CONVENTION ON WETLANDS - MEDWET;2010;14411;USD;Greece;Syria;Syria;bio-diversity;iv.1. general environment protection;natural resource management
oecd_riomarkers;379;MEDITERRANEAN COMPONENT OF THE EU WATER INITIATIVE (MED EUWI);2010;8278;USD;Greece;Tunisia;Tunisia;sectors not specified;ix. unallocated / unspecified;Other
oecd_riomarkers;380;MEDITERRANEAN INITIATIVE ON EDUCATION FOR SUSTAINABLE DEVELOPMENT - MEDIES;2010;4411;USD;Greece;Tunisia;Tunisia;environmental education/training;iv.1. general environment protection;natural resource management
oecd_riomarkers;381;MEDITERRANEAN INITIATIVE FOR THE RAMSAR CONVENTION ON WETLANDS - MEDWET;2010;14411;USD;Greece;Tunisia;Tunisia;bio-diversity;iv.1. general environment protection;natural resource management
oecd_riomarkers;382;MEDITERRANEAN COMPONENT OF THE EU WATER INITIATIVE (MED EUWI);2010;8278;USD;Greece;Turkey;Turkey;sectors not specified;ix. unallocated / unspecified;Other
oecd_riomarkers;383;MEDITERRANEAN INITIATIVE FOR THE RAMSAR CONVENTION ON WETLANDS - MEDWET;2010;14411;USD;Greece;Turkey;Turkey;bio-diversity;iv.1. general environment protection;natural resource management
oecd_riomarkers;384;MEDITERRANEAN INITIATIVE FOR THE RAMSAR CONVENTION ON WETLANDS - MEDWET;2010;14411;USD;Greece;West Bank & Gaza Strip;West Bank & Gaza Strip;bio-diversity;iv.1. general environment protection;natural resource management
oecd_riomarkers;385;MEDITERRANEAN INITIATIVE ON EDUCATION FOR SUSTAINABLE DEVELOPMENT - MEDIES;2010;4411;USD;Greece;West Bank & Gaza Strip;West Bank & Gaza Strip;environmental education/training;iv.1. general environment protection;natural resource management
oecd_riomarkers;386;MEDITERRANEAN COMPONENT OF THE EU WATER INITIATIVE (MED EUWI);2010;8278;USD;Greece;West Bank & Gaza Strip;West Bank & Gaza Strip;sectors not specified;ix. unallocated / unspecified;Other
oecd_riomarkers;387;ENVIRONMENTAL POLICY AND ADMINISTRATIVE MANAGEMENT;2010;19868;USD;Greece;Bilateral, unspecified;Non-specific;environmental policy and admin. mgmt;iv.1. general environment protection;natural resource management
oecd_riomarkers;388;FINANCING ACTIVITIES TO COMBAT CLIMATE CHANGE CONSEQUENCES;2010;1324503;USD;Greece;Bilateral, unspecified;Non-specific;environmental policy and admin. mgmt;iv.1. general environment protection;natural resource management
oecd_riomarkers;389;SOLEN 10000;2010;57907;USD;Greece;Sri Lanka;Sri Lanka;power generation/renewable sources;ii.3. energy;natural resource management
oecd_riomarkers;390;FINACING CARICOM;2010;1324503;USD;Greece;West Indies, regional;Non-specific;environmental policy and admin. mgmt;iv.1. general environment protection;natural resource management
oecd_riomarkers;391;ENVIRONMENT - Env - Climate Change - ENVIRONMENT - CLIMATE CHANGE - SUPPORT CONFERENCE CLIMAT;2010;26490;USD;Ireland;Bangladesh;Bangladesh;environmental education/training;iv.1. general environment protection;natural resource management
oecd_riomarkers;392;ENVIRONMENT - Environment  - general - ENVIRONMENT - CLIMATE CHANGE - UNFCC LEG PAYT 2010 'UNFC;2010;66225;USD;Ireland;Bilateral, unspecified;Non-specific;environmental policy and admin. mgmt;iv.1. general environment protection;natural resource management
oecd_riomarkers;393;ENVIRONMENT - Env - Climate Change - ENVIRONMENT - CLIMATE CHANGE - SUPPORT CLIMATE CHANGE RE;2010;105960;USD;Ireland;Bilateral, unspecified;Non-specific;environmental research;iv.1. general environment protection;natural resource management
oecd_riomarkers;394;Forecasting, Prevention and Mitigation against floods and forest fires;2010;774106;USD;Italy;Albania;Albania;disaster prevention and preparedness;viii.3. disaster prevention & preparedness;disaster risk reduction
oecd_riomarkers;395;Realization of the part of prevention and fire fighting of forest fires;2010;582781;USD;Italy;Lebanon;Lebanon;disaster prevention and preparedness;viii.3. disaster prevention & preparedness;disaster risk reduction
oecd_riomarkers;396;ACTIVITIES OF INTERNATIONAl COOPERATION FOR CIVIL PROTECTION;2010;66225;USD;Italy;Serbia;Serbia;flood prevention/control;iv.1. general environment protection;natural resource management
oecd_riomarkers;397;A.T.I.S.Argentina Treviso Impresa Sviluppo Undertaking Development;2010;59603;USD;Italy;Argentina;Argentina;agro-industries;iii.2.a. industry;Government / trade / finance
oecd_riomarkers;398;International cooperation and solidarity COOPERFRUTTA;2010;5298;USD;Italy;Brazil;Brazil;agricultural development;iii.1.a. agriculture;agriculture / food security
oecd_riomarkers;399;Energy recovery from biomass in Gitega city (Burundi);2010;2048;USD;Italy;Burundi;Burundi;energy research;ii.3. energy;natural resource management
oecd_riomarkers;400;Appropriate technologies for production and utilization of biomass briquettes in Chad;2010;372;USD;Italy;Chad;Chad;energy research;ii.3. energy;natural resource management
oecd_riomarkers;401;Agreement between UNIFI and Peking University;2010;3974;USD;Italy;China;China;higher education;i.1.d. post-secondary education;Education
oecd_riomarkers;402;TC AGGREGATED ACTIVITIES;2010;37025;USD;Japan;Brazil;Brazil;environmental policy and admin. mgmt;iv.1. general environment protection;natural resource management
oecd_riomarkers;403;Disaster prevention and preparedness;2010;22140;USD;Japan;Fiji;Fiji;disaster prevention and preparedness;viii.3. disaster prevention & preparedness;disaster risk reduction
oecd_riomarkers;404;Disaster prevention and preparedness;2010;136884;USD;Japan;Fiji;Fiji;disaster prevention and preparedness;viii.3. disaster prevention & preparedness;disaster risk reduction
oecd_riomarkers;405;Disaster prevention and preparedness;2010;353724;USD;Japan;Fiji;Fiji;disaster prevention and preparedness;viii.3. disaster prevention & preparedness;disaster risk reduction
oecd_riomarkers;406;To support climate change policies;2010;309877097;USD;Japan;Indonesia;Indonesia;environmental policy and admin. mgmt;iv.1. general environment protection;natural resource management
oecd_riomarkers;407;TC AGGREGATED ACTIVITIES;2010;851706;USD;Japan;Indonesia;Indonesia;environmental policy and admin. mgmt;iv.1. general environment protection;natural resource management
oecd_riomarkers;408;To increase the productivity of rice;2010;125728402;USD;Japan;Kenya;Kenya;agricultural water resources;iii.1.a. agriculture;agriculture / food security
oecd_riomarkers;409;To increase the productivity of rice;2010;24430097;USD;Japan;Kenya;Kenya;agricultural water resources;iii.1.a. agriculture;agriculture / food security
oecd_riomarkers;410;Disaster prevention and preparedness;2010;13651;USD;Japan;Mozambique;Mozambique;disaster prevention and preparedness;viii.3. disaster prevention & preparedness;disaster risk reduction
oecd_riomarkers;411;Disaster prevention and preparedness;2010;13651;USD;Japan;Mozambique;Mozambique;disaster prevention and preparedness;viii.3. disaster prevention & preparedness;disaster risk reduction
oecd_riomarkers;412;Disaster prevention and preparedness;2010;13651;USD;Japan;Mozambique;Mozambique;disaster prevention and preparedness;viii.3. disaster prevention & preparedness;disaster risk reduction
oecd_riomarkers;413;TC AGGREGATED ACTIVITIES;2010;24268;USD;Japan;Panama;Panama;research/scientific institutions;iv.2. other multisector;Other
